Identifier,Label,Description,Created,Modified,History notes,Type,Status,Parent identifiers,Parent labels,Level 1,Level 2,Mapping type,Mapped identifier,Mapped label,Mapped type,Mapped status
82,Improvements and repairs,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,146,Rechargeable home repairs,Service,Live
82,Improvements and repairs,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,132,Temporary accommodation during major works,Service,Live
82,Improvements and repairs,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,654,Tenant housing alterations,Service,Live
83,Private housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,714,Compulsory property acquisition,Service,Live
83,Private housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,913,Empty residential properties,Service,Live
83,Private housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,716,Houses in multiple occupation register,Service,Live
83,Private housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,150,Houses in multiple occupation safety inspection,Service,Live
83,Private housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,1771,Housing service charges,Service,Live
83,Private housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,717,Landlord accreditation,Service,Live
83,Private housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,1719,Local authority mortgage scheme (LAMS),Service,Live
83,Private housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,1616,Private landlord support,Service,Live
83,Private housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,1154,Private tenants rent assistance,Service,Live
83,Private housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,157,Property deeds,Service,Discontinued
83,Private housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,1691,Selective area housing licences,Service,Live
83,Private housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,1690,Selective housing areas,Service,Live
83,Private housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,1720,Shared home ownership,Service,Live
83,Private housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,715,Voluntary property acquisition,Service,Live
84,Supported and sheltered housing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,76,Housing,Housing,,contains,107,Sheltered housing,Service,Live
85,Jobs and careers,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,,,,,,,,,
86,Careers advice,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,85,Jobs and careers,Jobs and careers,,contains,887,Careers advice,Service,Live
87,Council vacancies,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,85,Jobs and careers,Jobs and careers,,contains,337,Current vacancies,Service,Live
87,Council vacancies,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,85,Jobs and careers,Jobs and careers,,contains,863,Vetting of contract and supplier staff,Service,Live
88,Skills and training,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,85,Jobs and careers,Jobs and careers,,contains,343,Employment and training initiatives,Service,Live
89,Volunteering,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,85,Jobs and careers,Jobs and careers,,contains,1113,Volunteering,Service,Live
90,Leisure and culture,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,,,,,,,,,
91,Arts and culture,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,1372,Art commissions,Service,Live
91,Arts and culture,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,884,Arts development,Service,Live
91,Arts and culture,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,838,Arts organisations and events,Service,Live
91,Arts and culture,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,1159,Cultural grants,Service,Live
91,Arts and culture,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,882,Festive decorations,Service,Live
91,Arts and culture,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,1517,Music rooms and recording studios,Service,Live
91,Arts and culture,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,1048,Permission to film and photograph,Service,Live
92,Libraries,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,43,Book exhibitions,Service,Live
92,Libraries,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,1601,Bookstart,Service,Live
92,Libraries,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,449,Children's libraries,Service,Live
92,Libraries,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,1061,European Public Information Centre (EPIC) network,Service,Live
92,Libraries,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,442,IT and computers,Service,Live
92,Libraries,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,438,Joining a library,Service,Live
92,Libraries,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,439,Library catalogues,Service,Live
92,Libraries,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,1062,Library collections,Service,Live
92,Libraries,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,437,Library facilities,Service,Live
92,Libraries,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,443,Library fines,Service,Live
92,Libraries,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,445,Library information services,Service,Live
92,Libraries,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,440,Library loan renewals,Service,Live
92,Libraries,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,1141,Library loans,Service,Live
92,Libraries,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,441,Library reservations,Service,Live
92,Libraries,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,446,Library sales,Service,Live
92,Libraries,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,444,Mobile libraries,Service,Live
92,Libraries,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,1063,Online library resources,Service,Live
92,Libraries,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,447,Special library collections,Service,Live
92,Libraries,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,1286,Teenagers' library services,Service,Live
92,Libraries,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,893,Toy libraries,Service,Live
93,Local history and heritage,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,618,Archaeological consultancy,Service,Live
93,Local history and heritage,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,619,Archaeological excavations and surveys,Service,Live
93,Local history and heritage,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,604,"Archive loans, donations, bequests and sales",Service,Live
93,Local history and heritage,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,605,Archive withdrawals,Service,Live
93,Local history and heritage,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,448,Archives,Service,Live
93,Local history and heritage,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,849,Memorial provision and maintenance,Service,Live
94,Museums and galleries,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,624,Exhibitions,Service,Live
94,Museums and galleries,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,621,"Museum and gallery loans, donations and bequests",Service,Live
94,Museums and galleries,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,839,Museum and gallery shops,Service,Live
94,Museums and galleries,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,1018,Museum collections,Service,Live
94,Museums and galleries,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,1020,Museum events and exhibitions,Service,Live
94,Museums and galleries,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,620,Museums and galleries,Service,Live
95,Parks and open spaces,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,510,Allotments,Service,Live
95,Parks and open spaces,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,760,Coastal events,Service,Live
95,Parks and open spaces,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,463,Outdoor events,Service,Live
95,Parks and open spaces,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,669,Parks and open space landscaping,Service,Discontinued
95,Parks and open spaces,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,709,Parks and open space maintenance and landscaping,Service,Live
95,Parks and open spaces,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,461,Parks and open spaces,Service,Live
96,"Religion, faiths and beliefs",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,,,,,
97,Sports and leisure,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,1791,Arts  and creative classes,Service,Live
97,Sports and leisure,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,1789,Exercise and fitness classes,Service,Live
97,Sports and leisure,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,465,Fishing ,Service,Live
97,Sports and leisure,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,1155,Gifted and talented awards,Service,Live
97,Sports and leisure,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,456,Leisure passes,Service,Live
97,Sports and leisure,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,336,Municipal golf courses,Service,Live
97,Sports and leisure,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,1793,Outdoor activities,Service,Live
97,Sports and leisure,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,1081,Outdoor activity centres,Service,Live
97,Sports and leisure,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,670,Outdoor play facilities,Service,Live
97,Sports and leisure,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,455,Sporting club grants,Service,Discontinued
97,Sports and leisure,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,641,Sports clubs,Service,Live
97,Sports and leisure,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,453,Sports coaching,Service,Live
97,Sports and leisure,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,885,Sports development,Service,Live
97,Sports and leisure,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,638,Sports employment,Service,Live
97,Sports and leisure,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,881,Sports equipment hire,Service,Live
97,Sports and leisure,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,451,Sports facilities,Service,Live
97,Sports and leisure,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,639,Sports grants,Service,Live
97,Sports and leisure,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,1674,Swimming pools and water based activities,Service,Live
98,Tourism and travel,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,1108,Camping and caravan sites,Service,Live
98,Tourism and travel,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,733,Local attractions,Service,Live
98,Tourism and travel,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,827,Sale of gifts and publications,Service,Live
98,Tourism and travel,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,734,Tourist accommodation,Service,Live
98,Tourism and travel,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,623,Tourist information centres,Service,Live
98,Tourism and travel,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,1117,Tourist signs,Service,Live
98,Tourism and travel,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,662,Town twinning,Service,Live
98,Tourism and travel,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,contains,1109,Zoos and farm parks,Service,Live
99,Town centres,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,,,,,
100,Venues,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,90,Leisure and culture,Leisure and culture,,,,,,
101,Planning and development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,,,,,,,,,
102,Building control,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,499,Building control,Service,Live
102,Building control,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,1157,Building control enforcement,Service,Live
102,Building control,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,600,Dangerous structures,Service,Live
102,Building control,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,602,Demolition control,Service,Live
102,Building control,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,603,Demolition enforcement,Service,Live
102,Building control,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,1397,Domestic heating oil tanks,Service,Live
103,Conservation and regeneration,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,1797,Brownfield land register,Service,Live
103,Conservation and regeneration,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,668,Building and landscape design,Service,Live
103,Conservation and regeneration,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,512,Conservation area planning,Service,Live
103,Conservation and regeneration,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,511,Conservation areas,Service,Live
103,Conservation and regeneration,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,595,Geotechnology,Service,Discontinued
103,Conservation and regeneration,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,1122,High hedges,Service,Live
103,Conservation and regeneration,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,597,Landscape character assessment,Service,Live
103,Conservation and regeneration,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,514,Listed building consent,Service,Live
103,Conservation and regeneration,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,1786,Register of land,Service,Live
103,Conservation and regeneration,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,505,Tree management,Service,Live
103,Conservation and regeneration,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,508,Tree preservation orders,Service,Live
104,Planning applications,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,1082,Advertisement control,Service,Live
104,Planning applications,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,1736,Conservation area tree works notification,Service,Live
104,Planning applications,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,608,Development control,Service,Live
104,Planning applications,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,1158,Development control enforcement,Service,Live
104,Planning applications,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,1734,Discharge of planning conditions,Service,Live
104,Planning applications,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,1738,Environmental Impact Assessment screening,Service,Live
104,Planning applications,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,487,Full planning applications,Service,Live
104,Planning applications,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,1712,Lawful Development Certificate existing use,Service,Live
104,Planning applications,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,1732,Lawful Development Certificate proposed use,Service,Live
104,Planning applications,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,1730,Outline planning consent,Service,Live
104,Planning applications,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,855,Planning consultation,Service,Live
104,Planning applications,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,516,Planning decision notices,Service,Live
104,Planning applications,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,1740,Planning minor material amendments,Service,Live
104,Planning applications,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,1739,Planning non-material amendments,Service,Live
104,Planning applications,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,1710,Planning obligations,Service,Live
104,Planning applications,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,1737,Planning pre-application advice,Service,Live
104,Planning applications,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,1731,Planning reserved matters,Service,Live
104,Planning applications,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,1733,Prior notification of development,Service,Live
104,Planning applications,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,1735,Removal/variation of planning conditions,Service,Live
104,Planning applications,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,485,Residential planning applications,Service,Live
104,Planning applications,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,1785,Self-build and custom build register,Service,Live
105,Planning policy,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,1797,Brownfield land register,Service,Live
105,Planning policy,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,1711,Community infrastructure levy (CIL),Service,Live
105,Planning policy,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,1707,Local development order,Service,Live
105,Planning policy,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,1709,Neighbourhood development order,Service,Live
105,Planning policy,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,1708,Neighbourhood planning,Service,Live
105,Planning policy,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,599,Statutory development plans,Service,Live
105,Planning policy,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,1131,Sustainable development,Service,Live
105,Planning policy,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,515,Zoning,Service,Live
106,Property searches,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,672,Land charges search,Service,Live
106,Property searches,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,1057,Planning area search,Service,Live
106,Property searches,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,101,Planning and development,Planning and development,,contains,1060,Property enquiries certificates,Service,Live
107,Transport and streets,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,,,,,,,,,
108,Cycling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,1530,Cycle hire,Service,Live
108,Cycling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,539,Cycle lanes and routes,Service,Live
108,Cycling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,547,Cycle training,Service,Live
108,Cycling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,546,Cycling and walking to school schemes,Service,Live
108,Cycling,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,1566,Cycling schemes,Service,Live
109,Marine and waterway services,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,1775,Bathing waters ,Service,Live
109,Marine and waterway services,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,757,Boat and trailer parking,Service,Live
109,Marine and waterway services,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,762,Boat launching and recovery,Service,Live
109,Marine and waterway services,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,758,Boat moorings,Service,Live
109,Marine and waterway services,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,769,Boat waste disposal,Service,Live
109,Marine and waterway services,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,771,Boat winter storage,Service,Live
109,Marine and waterway services,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,556,Canals and waterways,Service,Live
109,Marine and waterway services,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,848,Coastal protection,Service,Live
109,Marine and waterway services,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,759,Cranage,Service,Live
109,Marine and waterway services,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,780,Houseboat moorings,Service,Live
109,Marine and waterway services,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,779,Lifebelts,Service,Live
109,Marine and waterway services,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,774,Marine docking beds,Service,Live
109,Marine and waterway services,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,766,Marine storage lockers,Service,Live
109,Marine and waterway services,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,770,Marine weather data,Service,Live
109,Marine and waterway services,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,1006,Navigation and berthing,Service,Live
109,Marine and waterway services,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,764,Pilotage,Service,Live
109,Marine and waterway services,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,107,Transport and streets,Transport and streets,,contains,765,Port and harbour facilities,Service,Live
