Identifier,Label,Description,Created,Modified,History notes,Type,Status,Parent identifiers,Parent labels,Level 1,Level 2,Mapping type,Mapped identifier,Mapped label,Mapped type,Mapped status
1,About the council,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,,,,,,,,,
2,"Budgets, spending and performance",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,1137,Civic liability,Service,Live
2,"Budgets, spending and performance",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,1465,Council  expenditure,Service,Live
2,"Budgets, spending and performance",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,916,Economic information and analysis,Service,Live
2,"Budgets, spending and performance",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,348,Economic reports and forecasts,Service,Live
2,"Budgets, spending and performance",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,725,Performance measurement and reporting,Service,Live
2,"Budgets, spending and performance",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,1584,Transparency of accounts,Service,Live
2,"Budgets, spending and performance",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,1573,Transparency of senior salaries,Service,Live
3,Consultation and feedback,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,370,Change of circumstances,Service,Live
3,Consultation and feedback,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,366,Community engagement,Service,Live
3,Consultation and feedback,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,645,Complaints advocacy,Service,Live
3,Consultation and feedback,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,1536,Customer feedback and suggestions,Service,Live
3,Consultation and feedback,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,653,Customer satisfaction surveys,Service,Live
3,Consultation and feedback,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,49,Education consultations,Service,Live
3,Consultation and feedback,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,1306,Petitions,Service,Live
3,Consultation and feedback,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,724,Referenda,Service,Live
3,Consultation and feedback,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,867,Service delivery consultation,Service,Live
3,Consultation and feedback,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,658,Spending plans consultation,Service,Live
4,Contact the council,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,1413,Civic buildings,Service,Live
5,Council publications,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,354,"Minutes, agendas and reports",Service,Live
5,Council publications,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,359,News and information releases,Service,Live
5,Council publications,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,659,Publications,Service,Live
6,Council structure,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,,,,,
7,Councillors and MPs,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,1045,Civic recognition and awards,Service,Live
7,Councillors and MPs,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,1703,Councillor casual vacancies,Service,Live
7,Councillors and MPs,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,1574,Councillors allowances and expenses,Service,Live
7,Councillors and MPs,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,355,Councillors declaration of interest,Service,Live
7,Councillors and MPs,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,358,Councillors directory,Service,Live
7,Councillors and MPs,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,357,Councillors surgeries,Service,Live
7,Councillors and MPs,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,1651,Lord Lieutenant,Service,Live
7,Councillors and MPs,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,1701,Mayoral elections,Service,Live
7,Councillors and MPs,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,360,Mayoral invitations,Service,Live
7,Councillors and MPs,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,1702,Members and officers code of conduct,Service,Live
7,Councillors and MPs,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,687,Members of Parliament,Service,Live
7,Councillors and MPs,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,723,Parish/town council and councillors,Service,Live
8,Elections and voting,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,721,Election results,Service,Live
8,Elections and voting,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,1679,Electoral areas,Service,Live
8,Elections and voting,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,365,Electoral nominations,Service,Live
8,Elections and voting,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,364,Electoral register,Service,Live
8,Elections and voting,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,1013,Postal voting,Service,Live
8,Elections and voting,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,361,Proxy voting,Service,Live
8,Elections and voting,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,362,Voting,Service,Live
9,Local information and statistics,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,883,"Catering, sales and vending",Service,Live
9,Local information and statistics,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,367,Census information,Service,Live
9,Local information and statistics,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,1577,Open data publication,Service,Live
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,1466,Accessibility of local facilities,Service,Live
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,853,Accessibility of Web sites,Service,Live
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,877,Area waste strategy,Service,Live
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,1390,Byelaws and regulations,Service,Live
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,720,Community strategy,Service,Live
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,353,Complaints procedure,Service,Live
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,1291,Constitution,Service,Live
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,826,Data Protection,Service,Live
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,703,Emergency plan,Service,Live
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,495,Environmental policy,Service,Live
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,861,Equality and diversity,Service,Live
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,722,Freedom of Information,Service,Live
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,856,Local Development Framework,Service,Live
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,494,Local plans,Service,Live
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,822,Media and publicity protocols,Service,Live
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,674,Minerals local plan,Service,Live
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,830,Procurement policy,Service,Live
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,1088,Re-use of public sector information,Service,Live
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,868,Social housing policy,Service,Live
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,1611,Surface water management plans,Service,Live
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,1613,Sustainable drainage systems,Service,Live
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,493,Transport policy,Service,Live
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,1288,Value for money,Service,Live
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,675,Waste local plan,Service,Live
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,1,About the council,About the council,,contains,1144,Waste reduction,Service,Live
11,Business and economy,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,,,,,,,,,
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,349,Business advice,Service,Live
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,690,Business awards,Service,Live
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,1618,Business centres,Service,Live
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,914,Business continuity advice,Service,Live
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,351,Business co-operatives,Service,Live
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,1036,Business directories,Service,Live
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,350,Business grants,Service,Live
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,1693,Business improvement districts (BID),Service,Live
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,692,Business security advice,Service,Live
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,693,Business security grants,Service,Live
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,1139,Business sponsorship opportunities,Service,Live
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,352,Credit unions,Service,Live
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,344,Equal opportunities advice,Service,Live
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,824,European and other funding,Service,Live
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,1052,Farming advice,Service,Live
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,496,Shop front improvement grants,Service,Live
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,622,Support for tourism businesses,Service,Live
13,Business rates,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,55,Business rate relief,Service,Live
13,Business rates,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,1672,Business rate supplement,Service,Live
13,Business rates,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,56,Business rates account enquiries,Service,Live
13,Business rates,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,54,Business rates annual notification,Service,Live
14,Commercial land and property,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,93,Commercial lettings,Service,Live
14,Commercial land and property,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,900,Commercial property development,Service,Live
14,Commercial land and property,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,593,Land and property availability,Service,Live
14,Commercial land and property,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,820,Land and property valuations,Service,Live
14,Commercial land and property,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,677,Vacant land and property,Service,Live
15,Commercial waste,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,523,Commercial  clinical waste disposal,Service,Live
15,Commercial waste,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,519,Commercial waste bins,Service,Live
15,Commercial waste,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,517,Commercial waste collection,Service,Live
15,Commercial waste,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,520,Commercial waste disposal sites,Service,Live
15,Commercial waste,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,522,Commercial waste special collections,Service,Live
15,Commercial waste,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,518,Commercial waste spillage,Service,Live
15,Commercial waste,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,689,Skip hire,Service,Live
16,Doing business with the council,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,369,Approved suppliers,Service,Live
16,Doing business with the council,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,828,Contracts lists,Service,Live
16,Doing business with the council,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,829,Contracts management,Service,Live
17,Health and safety at work,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,811,Construction site fire safety,Service,Live
17,Health and safety at work,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,805,Fire certificates - factories,Service,Discontinued
17,Health and safety at work,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,808,Fire certificates - hotels/boarding houses,Service,Discontinued
17,Health and safety at work,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,806,Fire certificates - offices,Service,Discontinued
17,Health and safety at work,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,807,Fire certificates - shops,Service,Discontinued
17,Health and safety at work,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,804,Fire regulations business enforcement,Service,Live
17,Health and safety at work,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,1608,Fire risk assessment in commercial property,Service,Live
17,Health and safety at work,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,414,Hazardous substance control,Service,Discontinued
17,Health and safety at work,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,421,Health and safety - prosecutions register,Service,Live
17,Health and safety at work,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,419,Health and safety regulation,Service,Live
17,Health and safety at work,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,422,Health and safety training,Service,Live
17,Health and safety at work,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,1606,Private fire hydrants inspection,Service,Live
17,Health and safety at work,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,814,Railway fire certificates,Service,Live
17,Health and safety at work,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,752,Work health and safety advice and training,Service,Live
17,Health and safety at work,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,contains,813,Workplace fire regulations,Service,Live
18,Licensing and regulation,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,11,Business and economy,Business and economy,,,,,,
19,Animal licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,374,Boarding animals licence,Service,Live
19,Animal licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,376,Dangerous animals licence,Service,Live
19,Animal licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,377,Dog breeding licence,Service,Live
19,Animal licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,1053,Feed hygiene registration,Service,Live
19,Animal licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,1077,Performing animals licence,Service,Live
19,Animal licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,375,Pet shop licence,Service,Live
19,Animal licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,1335,Pig movement notification,Service,Discontinued
19,Animal licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,696,Riding establishment licence,Service,Live
19,Animal licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,706,Sheep and goat movement licence,Service,Discontinued
19,Animal licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,699,Zoo licence,Service,Live
20,Building and construction licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,383,Building materials licence,Service,Live
20,Building and construction licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,1355,"Consent for cellars, pavement lights and ventilators under street",Service,Live
20,Building and construction licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,1655,Highway planting licence,Service,Live
20,Building and construction licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,744,Highway projection licence,Service,Live
20,Building and construction licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,1354,"Licence for bridges, buildings, beams and cables over or along highway",Service,Live
20,Building and construction licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,1717,Moveable dwelling site licence,Service,Live
20,Building and construction licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,382,Scaffolding and hoarding licence,Service,Live
20,Building and construction licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,695,Skip operator licence,Service,Live
20,Building and construction licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,521,Skip permits,Service,Live
20,Building and construction licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,1295,Street works licence,Service,Live
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,681,Acupuncturist registration,Service,Live
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,379,Auction premises licence,Service,Live
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,743,Caravan site licence,Service,Live
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,1296,Civil marriage and civil partnership venue licence,Service,Live
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,898,Homes in multiple occupancy licence,Service,Live
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,648,House to house collection licence,Service,Live
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,1348,Leaflet distribution consent,Service,Live
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,679,Market event licence,Service,Live
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,389,Massage and special treatment licence,Service,Live
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,1294,Massage and special treatments therapist registration,Service,Live
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,866,Motor salvage operator registration,Service,Live
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,1038,Registering business premises,Service,Live
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,378,Scrap metal site registration,Service,Live
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,682,Second hand dealer registration,Service,Live
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,647,Street collection licence,Service,Live
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,400,Street trading licence,Service,Live
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,678,Sunday trading notification,Service,Live
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,680,"Tattooist, piercing and electrolysis registration",Service,Live
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,318,Wedding venue licence,Service,Live
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,843,Weighbridge operator licence,Service,Live
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,1683,Club gaming permit,Service,Live
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,1684,Club machine permit,Service,Live
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,646,Club premises certificate,Service,Live
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,1692,Early morning restrictions orders,Service,Live
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,Discontinued,18,Licensing and regulation,Business and economy,Licensing and regulation,contains,1681,Family entertainment centre gaming machine permits,Service,Live
